index,City,Date,Card Type,Exp Type,Gender,Amount,Customer_Age,Education_Level,Marital_Status
7258,"Greater Mumbai, India",10-May-15,Gold,Fuel,M,116265,26,High School,Married
7259,"Ahmedabad, India",16-Jul-14,Gold,Grocery,F,81270,56,Graduate,Married
7260,"Bengaluru, India",21-Nov-14,Gold,Bills,M,112218,47,Unknown,Single
7261,"Greater Mumbai, India",08-Mar-14,Silver,Fuel,F,21211,37,Unknown,Single
7262,"Bengaluru, India",22-Mar-15,Gold,Fuel,F,247139,44,Graduate,Unknown
7263,"Ahmedabad, India",28-Dec-14,Silver,Food,M,128647,53,College,Single
7264,"Delhi, India",28-Sep-14,Silver,Bills,F,242826,33,Graduate,Single
7265,"Delhi, India",15-Apr-14,Platinum,Fuel,F,238093,46,Uneducated,Married
7266,"Greater Mumbai, India",15-Nov-14,Silver,Bills,F,7071,44,Unknown,Married
7267,"Delhi, India",07-Feb-15,Signature,Bills,F,193869,48,High School,Married
7268,"Bengaluru, India",30-Dec-13,Signature,Entertainment,M,165320,45,Doctorate,Married
7269,"Bengaluru, India",20-Sep-14,Silver,Fuel,M,106364,48,Graduate,Single
7270,"Delhi, India",31-Jan-15,Gold,Grocery,M,242799,53,High School,Single
7271,"Delhi, India",17-Mar-15,Gold,Entertainment,F,281125,44,Graduate,Divorced
7272,"Greater Mumbai, India",14-Mar-14,Platinum,Fuel,F,202284,43,Uneducated,Unknown
7273,"Greater Mumbai, India",26-Dec-14,Silver,Fuel,F,68715,50,Graduate,Single
7274,"Greater Mumbai, India",19-Jan-15,Silver,Fuel,M,271700,47,Unknown,Single
7275,"Bengaluru, India",10-Jun-14,Signature,Food,M,287740,50,Uneducated,Married
7276,"Greater Mumbai, India",06-May-15,Gold,Fuel,M,94048,40,Doctorate,Married
7277,"Bengaluru, India",07-Apr-15,Gold,Entertainment,M,228230,37,High School,Single
7278,"Greater Mumbai, India",21-Nov-13,Silver,Grocery,M,283960,47,Uneducated,Single
7279,"Greater Mumbai, India",16-Oct-14,Platinum,Bills,F,234130,40,Uneducated,Married
7280,"Greater Mumbai, India",26-Nov-14,Gold,Bills,M,48470,43,Uneducated,Single
7281,"Delhi, India",15-Feb-14,Gold,Grocery,M,217562,56,College,Married
7282,"Ahmedabad, India",27-Mar-15,Platinum,Food,M,72810,43,High School,Unknown
7283,"Bengaluru, India",04-Nov-13,Signature,Bills,M,277104,50,Uneducated,Married
7284,"Bengaluru, India",27-Dec-13,Gold,Bills,F,22136,50,Unknown,Single
7285,"Delhi, India",09-Oct-13,Platinum,Food,M,218957,55,High School,Married
7286,"Ahmedabad, India",06-Nov-14,Gold,Fuel,F,209349,27,Uneducated,Unknown
7287,"Delhi, India",06-Jun-14,Platinum,Fuel,M,141727,44,College,Married
7288,"Greater Mumbai, India",15-Feb-15,Platinum,Fuel,F,84580,49,Uneducated,Married
7289,"Bengaluru, India",20-Apr-15,Gold,Bills,F,156965,51,Post-Graduate,Single
7290,"Delhi, India",26-Mar-15,Gold,Entertainment,M,200531,43,Uneducated,Divorced
7291,"Greater Mumbai, India",11-Aug-14,Gold,Grocery,F,262145,54,High School,Divorced
7292,"Greater Mumbai, India",06-Jun-14,Signature,Food,F,152448,44,Graduate,Single
7293,"Greater Mumbai, India",09-Feb-15,Silver,Grocery,F,241428,56,Unknown,Married
7294,"Delhi, India",26-May-15,Platinum,Fuel,F,186122,53,Unknown,Single
7295,"Bengaluru, India",28-May-14,Silver,Fuel,F,170623,45,High School,Married
7296,"Ahmedabad, India",17-Jul-14,Silver,Entertainment,M,132805,49,High School,Married
7297,"Delhi, India",18-Jul-14,Silver,Grocery,F,263236,38,Doctorate,Married
7298,"Ahmedabad, India",20-Nov-14,Platinum,Bills,F,85957,54,College,Single
7299,"Delhi, India",02-Jul-14,Gold,Bills,M,45000,45,Graduate,Married
7300,"Bengaluru, India",20-Jul-14,Silver,Fuel,F,76841,53,Unknown,Married
7301,"Greater Mumbai, India",15-Jan-14,Platinum,Fuel,M,89843,48,Graduate,Single
7302,"Bengaluru, India",06-Oct-13,Platinum,Food,M,264084,36,Uneducated,Married
7303,"Delhi, India",03-Jun-14,Platinum,Fuel,M,172459,40,Unknown,Unknown
7304,"Bengaluru, India",19-Oct-14,Platinum,Food,M,195548,53,Unknown,Married
7305,"Greater Mumbai, India",22-Mar-15,Silver,Bills,M,170436,40,High School,Divorced
7306,"Bengaluru, India",25-Apr-14,Signature,Entertainment,M,161870,41,High School,Single
7307,"Bengaluru, India",20-Jan-14,Signature,Fuel,F,222990,37,Graduate,Single
7308,"Greater Mumbai, India",23-Apr-15,Signature,Bills,M,237173,43,Graduate,Single
7309,"Ahmedabad, India",26-Jan-14,Gold,Bills,F,286372,52,Uneducated,Single
7310,"Bengaluru, India",02-Dec-13,Silver,Grocery,M,281211,48,Unknown,Single
7311,"Delhi, India",26-Apr-14,Silver,Food,M,152053,60,College,Married
7312,"Delhi, India",21-Apr-15,Gold,Fuel,M,162471,39,College,Single
7313,"Ahmedabad, India",15-Oct-13,Gold,Bills,M,193608,37,Unknown,Single
7314,"Delhi, India",13-May-14,Gold,Bills,M,273393,40,Uneducated,Married
7315,"Bengaluru, India",30-Jan-14,Platinum,Entertainment,M,170859,34,College,Married
7316,"Delhi, India",03-Nov-14,Silver,Bills,F,109398,48,Uneducated,Single
7317,"Delhi, India",14-Sep-14,Signature,Grocery,F,234282,56,Uneducated,Single
7318,"Bengaluru, India",09-Mar-14,Gold,Grocery,M,111230,44,Doctorate,Single
7319,"Bengaluru, India",26-Oct-14,Silver,Bills,M,231797,47,High School,Married
7320,"Ahmedabad, India",29-Dec-13,Signature,Bills,M,124302,45,Uneducated,Divorced
7321,"Greater Mumbai, India",11-Jun-14,Gold,Fuel,M,157496,47,Graduate,Single
7322,"Delhi, India",26-Aug-14,Platinum,Grocery,M,88688,35,Graduate,Married
7323,"Greater Mumbai, India",01-Aug-14,Silver,Fuel,F,209076,42,College,Married
7324,"Bengaluru, India",15-Mar-14,Signature,Entertainment,M,178144,47,Uneducated,Married
7325,"Delhi, India",25-Jan-15,Signature,Food,M,187380,47,Uneducated,Unknown
7326,"Bengaluru, India",01-Jul-14,Signature,Food,M,234193,47,College,Married
7327,"Greater Mumbai, India",11-Oct-13,Gold,Fuel,M,212080,50,Uneducated,Single
7328,"Delhi, India",20-Jan-15,Gold,Fuel,F,174772,51,High School,Single
7329,"Greater Mumbai, India",13-Nov-13,Silver,Grocery,M,110253,45,College,Married
7330,"Greater Mumbai, India",25-Feb-15,Gold,Fuel,F,101236,47,Unknown,Married
7331,"Greater Mumbai, India",29-Jun-14,Platinum,Entertainment,F,12352,42,High School,Married
7332,"Bengaluru, India",29-Apr-14,Platinum,Bills,M,170074,52,Unknown,Single
7333,"Greater Mumbai, India",18-Feb-14,Platinum,Entertainment,F,192891,45,College,Divorced
7334,"Greater Mumbai, India",22-Dec-14,Silver,Grocery,M,235584,48,Graduate,Single
7335,"Ahmedabad, India",08-Nov-14,Signature,Food,F,275109,52,Graduate,Married
7336,"Delhi, India",10-Jun-14,Signature,Bills,F,27235,58,Post-Graduate,Divorced
7337,"Bengaluru, India",24-Mar-14,Platinum,Bills,M,179844,43,High School,Married
7338,"Delhi, India",10-May-14,Silver,Grocery,F,104713,39,College,Single
7339,"Greater Mumbai, India",29-Apr-15,Platinum,Grocery,F,149992,53,College,Single
7340,"Delhi, India",05-Apr-14,Platinum,Bills,F,166720,52,Graduate,Single
7341,"Ahmedabad, India",14-Dec-14,Gold,Grocery,M,240865,40,Graduate,Single
7342,"Delhi, India",15-May-14,Platinum,Fuel,F,172944,62,Graduate,Single
7343,"Greater Mumbai, India",03-Sep-14,Signature,Grocery,M,86998,52,Unknown,Single
7344,"Ahmedabad, India",26-Dec-14,Silver,Fuel,M,242740,59,Graduate,Married
7345,"Ahmedabad, India",12-Jun-14,Gold,Food,F,225398,49,Unknown,Married
7346,"Delhi, India",06-Mar-14,Signature,Fuel,F,234166,53,Graduate,Divorced
7347,"Ahmedabad, India",24-Jan-15,Platinum,Fuel,M,144379,48,Post-Graduate,Married
7348,"Bengaluru, India",14-May-14,Signature,Bills,F,222553,59,Unknown,Single
7349,"Ahmedabad, India",11-Jan-15,Signature,Grocery,F,87535,50,Unknown,Single
7350,"Ahmedabad, India",13-Mar-15,Signature,Food,M,99987,54,Graduate,Married
7351,"Ahmedabad, India",16-May-15,Silver,Fuel,M,217078,41,Graduate,Married
7352,"Ahmedabad, India",25-Nov-14,Signature,Food,M,181977,57,Graduate,Married
7353,"Greater Mumbai, India",18-May-14,Silver,Entertainment,F,134293,50,High School,Married
7354,"Bengaluru, India",20-Jan-14,Platinum,Bills,F,159487,43,Unknown,Single
7355,"Delhi, India",03-Jul-14,Signature,Entertainment,M,17931,47,High School,Married
7356,"Ahmedabad, India",11-Jan-15,Signature,Food,M,189477,55,High School,Single
7357,"Delhi, India",29-Nov-14,Signature,Grocery,F,231188,50,Graduate,Married
7358,"Greater Mumbai, India",17-Dec-14,Gold,Entertainment,F,37842,46,Unknown,Single
7359,"Ahmedabad, India",26-Dec-14,Signature,Fuel,F,157846,47,Graduate,Divorced
7360,"Greater Mumbai, India",27-Nov-14,Platinum,Food,F,34662,53,Graduate,Single
7361,"Delhi, India",08-May-14,Platinum,Food,F,110251,48,High School,Married
7362,"Delhi, India",08-Jan-14,Gold,Bills,M,181421,60,Graduate,Married
7363,"Delhi, India",30-Nov-13,Gold,Fuel,F,199082,42,Post-Graduate,Married
7364,"Ahmedabad, India",09-Sep-14,Platinum,Grocery,M,158098,52,Graduate,Married
7365,"Bengaluru, India",04-Jan-15,Silver,Grocery,F,141861,44,High School,Single
7366,"Delhi, India",13-Nov-13,Signature,Fuel,M,242118,38,High School,Single
7367,"Ahmedabad, India",30-Dec-13,Silver,Food,M,23700,51,High School,Married
7368,"Bengaluru, India",08-Mar-15,Signature,Fuel,M,14623,50,Graduate,Single
7369,"Delhi, India",15-Dec-14,Silver,Fuel,M,68749,41,High School,Single
7370,"Bengaluru, India",17-Mar-14,Signature,Fuel,M,99502,61,College,Single
7371,"Ahmedabad, India",03-Dec-13,Signature,Entertainment,M,215644,53,Graduate,Married
7372,"Greater Mumbai, India",13-Apr-15,Gold,Bills,F,188955,47,Graduate,Married
7373,"Ahmedabad, India",21-Jan-14,Platinum,Entertainment,F,149102,41,Graduate,Single
7374,"Delhi, India",09-Nov-14,Signature,Entertainment,M,106756,54,Doctorate,Single
7375,"Delhi, India",05-Feb-15,Signature,Fuel,F,293393,53,Uneducated,Married
7376,"Ahmedabad, India",28-Nov-13,Platinum,Food,M,222901,43,High School,Divorced
7377,"Ahmedabad, India",05-Feb-14,Silver,Food,M,198100,42,Graduate,Single
7378,"Bengaluru, India",03-May-14,Platinum,Fuel,M,38357,32,Uneducated,Single
7379,"Ahmedabad, India",07-Jan-15,Silver,Fuel,M,237419,45,Graduate,Married
7380,"Delhi, India",03-Jun-14,Gold,Fuel,F,6132,39,Uneducated,Married
7381,"Greater Mumbai, India",09-Apr-15,Signature,Grocery,M,142878,48,High School,Married
7382,"Greater Mumbai, India",27-Nov-13,Gold,Grocery,M,44297,56,Unknown,Married
7383,"Delhi, India",17-Dec-14,Platinum,Food,F,92703,48,Graduate,Married
7384,"Greater Mumbai, India",06-Aug-14,Signature,Fuel,M,189627,42,Graduate,Married
7385,"Ahmedabad, India",10-Jun-14,Silver,Grocery,F,281282,46,Graduate,Married
7386,"Bengaluru, India",23-Oct-13,Signature,Fuel,M,272517,46,College,Married
7387,"Greater Mumbai, India",13-Dec-14,Silver,Grocery,M,182618,59,High School,Divorced
7388,"Delhi, India",12-Dec-13,Silver,Food,M,104716,60,Graduate,Married
7389,"Greater Mumbai, India",27-Oct-13,Signature,Fuel,F,238195,54,Graduate,Married
7390,"Delhi, India",10-Feb-14,Platinum,Fuel,F,42679,50,Unknown,Single
7391,"Greater Mumbai, India",29-Dec-14,Silver,Food,M,125072,41,Uneducated,Married
7392,"Delhi, India",22-Nov-14,Gold,Bills,M,18648,49,Graduate,Married
7393,"Greater Mumbai, India",21-Mar-14,Gold,Food,F,88660,47,College,Single
7394,"Ahmedabad, India",20-Mar-14,Gold,Bills,M,95248,42,Graduate,Single
7395,"Delhi, India",24-May-14,Platinum,Bills,M,3922,35,College,Single
7396,"Greater Mumbai, India",03-Nov-14,Silver,Food,F,151511,47,Unknown,Married
7397,"Ahmedabad, India",03-Apr-14,Platinum,Food,F,134119,47,Unknown,Single
7398,"Ahmedabad, India",02-Jun-14,Platinum,Fuel,F,122707,44,Graduate,Single
7399,"Ahmedabad, India",08-Jul-14,Silver,Entertainment,F,121927,32,High School,Divorced
7400,"Bengaluru, India",11-Oct-13,Gold,Entertainment,M,20417,50,Post-Graduate,Married
7401,"Ahmedabad, India",16-Oct-13,Silver,Food,F,285372,46,Graduate,Single
7402,"Bengaluru, India",20-Dec-14,Gold,Grocery,F,133929,52,Graduate,Married
7403,"Ahmedabad, India",08-Aug-14,Signature,Fuel,M,154181,38,Unknown,Married
7404,"Ahmedabad, India",02-Sep-14,Signature,Food,M,230542,44,High School,Single
7405,"Delhi, India",29-Mar-15,Signature,Fuel,M,275530,43,Graduate,Unknown
7406,"Greater Mumbai, India",23-Oct-14,Gold,Fuel,M,2854,52,Graduate,Married
7407,"Greater Mumbai, India",26-Dec-13,Gold,Food,F,171392,47,Graduate,Single
7408,"Greater Mumbai, India",18-Jun-14,Silver,Fuel,M,89840,50,Graduate,Married
7409,"Delhi, India",28-Jul-14,Signature,Bills,M,184145,44,Graduate,Unknown
7410,"Greater Mumbai, India",24-Mar-14,Platinum,Entertainment,M,253626,49,Graduate,Married
7411,"Ahmedabad, India",14-Nov-14,Signature,Food,M,67769,46,High School,Single
7412,"Greater Mumbai, India",02-Sep-14,Signature,Bills,F,179872,36,Uneducated,Single
7413,"Greater Mumbai, India",28-May-14,Gold,Bills,M,285351,50,Post-Graduate,Single
7414,"Bengaluru, India",17-Nov-14,Gold,Bills,M,295451,41,High School,Unknown
7415,"Greater Mumbai, India",09-Apr-14,Signature,Entertainment,F,147859,50,Doctorate,Single
7416,"Greater Mumbai, India",24-Sep-14,Platinum,Entertainment,M,236479,46,College,Divorced
7417,"Delhi, India",15-Apr-14,Platinum,Food,F,119970,46,Graduate,Married
7418,"Greater Mumbai, India",13-Oct-13,Silver,Grocery,M,275147,46,Graduate,Married
7419,"Greater Mumbai, India",02-Feb-14,Signature,Food,M,240062,51,High School,Married
7420,"Greater Mumbai, India",07-Sep-14,Gold,Fuel,M,84869,51,Graduate,Single
7421,"Delhi, India",13-Nov-14,Signature,Bills,M,130216,61,Uneducated,Married
7422,"Delhi, India",19-Aug-14,Gold,Entertainment,M,218139,38,College,Married
7423,"Bengaluru, India",15-Dec-14,Silver,Entertainment,F,287562,44,Graduate,Divorced
7424,"Bengaluru, India",06-Oct-14,Silver,Fuel,M,82790,45,Graduate,Married
7425,"Ahmedabad, India",30-Jan-15,Gold,Grocery,M,155357,48,College,Married
7426,"Ahmedabad, India",06-Nov-14,Silver,Fuel,F,199512,37,High School,Married
7427,"Ahmedabad, India",21-Mar-15,Gold,Bills,F,36163,63,Unknown,Single
7428,"Ahmedabad, India",07-Sep-14,Gold,Grocery,M,42120,46,College,Married
7429,"Greater Mumbai, India",05-Jun-14,Silver,Entertainment,F,93392,50,Uneducated,Single
7430,"Greater Mumbai, India",20-Oct-14,Signature,Food,M,240862,51,College,Married
7431,"Delhi, India",20-Nov-13,Signature,Entertainment,M,187164,43,Uneducated,Single
7432,"Delhi, India",22-Jun-14,Silver,Fuel,F,70099,47,High School,Married
7433,"Ahmedabad, India",14-May-15,Platinum,Fuel,F,201228,49,Graduate,Married
7434,"Greater Mumbai, India",03-Feb-15,Silver,Entertainment,F,32682,42,College,Divorced
7435,"Delhi, India",09-Sep-14,Signature,Food,M,46182,35,High School,Single
7436,"Delhi, India",02-Dec-13,Platinum,Bills,M,10125,38,Graduate,Married
7437,"Greater Mumbai, India",29-Dec-13,Silver,Entertainment,F,167971,37,College,Single
7438,"Bengaluru, India",09-Dec-13,Platinum,Bills,M,190758,42,Graduate,Married
7439,"Bengaluru, India",30-Dec-14,Silver,Fuel,M,167277,50,High School,Married
7440,"Bengaluru, India",06-Jan-15,Gold,Food,F,133147,42,Unknown,Single
7441,"Bengaluru, India",29-Oct-14,Signature,Bills,M,185803,43,College,Unknown
7442,"Delhi, India",27-Oct-14,Platinum,Fuel,M,69613,44,Graduate,Single
7443,"Greater Mumbai, India",13-Jul-14,Platinum,Bills,F,21899,44,College,Married
7444,"Delhi, India",17-Sep-14,Signature,Entertainment,F,235890,48,Doctorate,Single
7445,"Delhi, India",20-Jan-14,Gold,Food,M,240817,41,Graduate,Married
7446,"Bengaluru, India",25-Jun-14,Gold,Food,M,260163,47,Uneducated,Single
7447,"Ahmedabad, India",03-Nov-13,Gold,Fuel,M,37854,42,Uneducated,Married
7448,"Delhi, India",27-Dec-14,Gold,Fuel,F,97106,54,Graduate,Married
7449,"Bengaluru, India",22-Jun-14,Platinum,Fuel,M,211464,47,High School,Married
7450,"Greater Mumbai, India",09-Oct-13,Gold,Bills,M,226017,43,Graduate,Single
7451,"Greater Mumbai, India",22-Feb-14,Silver,Food,F,229437,44,Graduate,Single
7452,"Ahmedabad, India",03-May-14,Signature,Grocery,F,184525,44,High School,Married
7453,"Bengaluru, India",25-Oct-14,Signature,Fuel,F,64740,45,Doctorate,Married
7454,"Bengaluru, India",26-Dec-14,Platinum,Grocery,F,41242,40,Graduate,Single
7455,"Ahmedabad, India",14-Feb-15,Platinum,Grocery,M,64081,50,College,Married
7456,"Greater Mumbai, India",17-Feb-14,Gold,Grocery,M,39076,46,High School,Unknown
7457,"Ahmedabad, India",02-Mar-14,Platinum,Fuel,M,44180,37,College,Married
7458,"Greater Mumbai, India",13-Jan-15,Gold,Entertainment,M,148490,60,Doctorate,Married
7459,"Greater Mumbai, India",23-Jul-14,Platinum,Bills,M,257295,39,Unknown,Married
7460,"Delhi, India",21-Dec-14,Platinum,Bills,F,133971,50,Graduate,Married
7461,"Delhi, India",14-May-14,Silver,Bills,F,270091,34,Graduate,Married
7462,"Greater Mumbai, India",24-Nov-13,Platinum,Entertainment,M,220128,43,Graduate,Married
7463,"Delhi, India",10-Sep-14,Silver,Fuel,F,288639,40,Graduate,Single
7464,"Ahmedabad, India",22-Jul-14,Silver,Entertainment,M,119746,30,College,Single
7465,"Ahmedabad, India",30-Oct-14,Gold,Grocery,F,89140,38,Uneducated,Married
7466,"Ahmedabad, India",17-Aug-14,Signature,Bills,F,167629,40,Doctorate,Married
7467,"Greater Mumbai, India",05-Apr-14,Gold,Grocery,F,67617,53,Uneducated,Married
7468,"Delhi, India",22-May-14,Signature,Food,F,264626,44,Graduate,Divorced
7469,"Greater Mumbai, India",26-Sep-14,Signature,Grocery,M,278698,52,Uneducated,Single
7470,"Ahmedabad, India",12-Mar-15,Signature,Fuel,F,98764,42,Graduate,Married
7471,"Bengaluru, India",07-Aug-14,Silver,Fuel,M,247263,42,Graduate,Married
7472,"Delhi, India",19-Mar-15,Signature,Food,F,205191,53,Graduate,Single
7473,"Ahmedabad, India",22-Feb-15,Silver,Bills,F,40637,45,High School,Married
7474,"Ahmedabad, India",25-Jun-14,Signature,Food,M,272208,34,Graduate,Married
7475,"Bengaluru, India",05-Apr-15,Signature,Fuel,M,267044,56,Graduate,Married
7476,"Ahmedabad, India",19-Aug-14,Signature,Grocery,M,205182,34,Graduate,Unknown
7477,"Delhi, India",13-Oct-14,Silver,Entertainment,M,275234,35,College,Unknown
7478,"Greater Mumbai, India",04-Jan-15,Silver,Food,M,147641,43,College,Single
7479,"Bengaluru, India",03-May-14,Platinum,Fuel,M,89391,50,Graduate,Married
7480,"Ahmedabad, India",11-Oct-13,Silver,Entertainment,F,39631,40,College,Single
7481,"Ahmedabad, India",16-May-15,Gold,Bills,F,110947,49,Unknown,Single
7482,"Greater Mumbai, India",10-Jan-14,Gold,Fuel,F,131145,52,Unknown,Single
7483,"Ahmedabad, India",11-Jul-14,Gold,Bills,M,218849,40,High School,Married
7484,"Greater Mumbai, India",30-Dec-13,Signature,Fuel,F,111133,56,College,Single
7485,"Greater Mumbai, India",02-Nov-14,Platinum,Grocery,F,181461,49,High School,Married
7486,"Ahmedabad, India",09-Jan-14,Gold,Fuel,M,99110,50,Graduate,Single
7487,"Ahmedabad, India",02-Jan-14,Signature,Food,F,194396,39,Graduate,Married
7488,"Delhi, India",16-Mar-15,Platinum,Entertainment,F,112893,33,Doctorate,Unknown
7489,"Ahmedabad, India",18-May-14,Silver,Food,M,168398,52,Graduate,Single
7490,"Delhi, India",09-Dec-13,Signature,Food,M,262831,42,High School,Single
7491,"Delhi, India",22-Mar-15,Signature,Food,F,139829,49,Graduate,Married
7492,"Greater Mumbai, India",12-Feb-15,Gold,Entertainment,M,183374,44,Uneducated,Single
7493,"Greater Mumbai, India",19-Feb-14,Signature,Fuel,F,194166,39,College,Single
7494,"Ahmedabad, India",05-Mar-15,Gold,Bills,F,241914,45,Post-Graduate,Married
7495,"Ahmedabad, India",27-May-14,Silver,Fuel,M,27488,47,Graduate,Married
7496,"Ahmedabad, India",15-Dec-14,Platinum,Bills,F,56378,62,Unknown,Single
7497,"Ahmedabad, India",25-Jan-15,Platinum,Fuel,F,284530,46,College,Married
7498,"Bengaluru, India",02-Nov-14,Gold,Entertainment,M,64866,52,High School,Single
7499,"Bengaluru, India",29-Apr-14,Platinum,Food,F,280967,48,High School,Unknown
7500,"Bengaluru, India",05-Nov-14,Silver,Bills,F,70807,49,Unknown,Married
7501,"Greater Mumbai, India",16-May-15,Gold,Bills,M,67736,42,Uneducated,Married
7502,"Bengaluru, India",05-Aug-14,Platinum,Fuel,F,91638,49,Unknown,Single
7503,"Delhi, India",15-Nov-14,Platinum,Fuel,F,185440,51,Unknown,Married
7504,"Ahmedabad, India",06-Nov-14,Signature,Entertainment,M,192403,53,Graduate,Married
7505,"Bengaluru, India",19-Feb-15,Signature,Entertainment,M,171796,49,Graduate,Unknown
7506,"Bengaluru, India",11-Mar-14,Platinum,Bills,M,222588,55,College,Single
7507,"Delhi, India",17-Jan-15,Gold,Grocery,M,243949,46,Uneducated,Married
7508,"Delhi, India",21-Oct-14,Platinum,Fuel,M,268729,34,High School,Married
7509,"Ahmedabad, India",07-Oct-14,Gold,Food,F,262296,44,High School,Single
7510,"Greater Mumbai, India",29-Mar-14,Platinum,Grocery,F,119598,39,Graduate,Single
7511,"Greater Mumbai, India",16-May-14,Silver,Entertainment,F,251994,47,Post-Graduate,Unknown
7512,"Ahmedabad, India",14-Jan-14,Silver,Bills,M,221194,49,Uneducated,Married
7513,"Ahmedabad, India",29-Jan-15,Platinum,Food,M,143916,46,Graduate,Single
7514,"Greater Mumbai, India",12-Jun-14,Silver,Bills,F,184231,42,High School,Divorced
7515,"Ahmedabad, India",28-Dec-14,Gold,Grocery,M,163056,31,High School,Single
7516,"Greater Mumbai, India",28-Sep-14,Gold,Entertainment,F,177532,48,Post-Graduate,Married
7517,"Delhi, India",23-Jan-14,Gold,Entertainment,F,56323,52,Doctorate,Married
7518,"Bengaluru, India",08-May-14,Gold,Grocery,F,213084,39,Graduate,Married
7519,"Greater Mumbai, India",10-Oct-13,Signature,Food,M,253730,43,Unknown,Single
